type,genre,release_year,rating,duration,duration_type,country
TV Show,Thriller,2016,TV-14,178,min,India
Movie,Action,1996,R,94,min,United States
Movie,Comedy,2000,PG,60,min,South Korea
Movie,Sci-Fi,1959,R,2,Seasons,United States
Movie,Romance,1984,TV-14,63,min,Japan
TV Show,Documentary,2009,G,1,Seasons,Japan
TV Show,Romance,1958,R,138,min,United States
Movie,Romance,1973,G,102,min,Germany
Movie,Action,1970,R,94,min,United States
Movie,Drama,1974,PG-13,3,Seasons,Japan
Movie,Romance,2005,PG-13,1,Seasons,Canada
Movie,Comedy,2021,TV-14,2,Seasons,United States
Movie,Horror,1984,R,3,Seasons,Australia
Movie,Documentary,1952,PG-13,118,min,Australia
TV Show,Romance,1966,R,105,min,Australia
TV Show,Drama,1990,G,2,Seasons,Australia
TV Show,Action,1952,PG,1,Seasons,Japan
TV Show,Action,1982,TV-MA,138,min,South Korea
Movie,Romance,1997,G,136,min,India
TV Show,Sci-Fi,2021,TV-PG,1,Seasons,South Korea
Movie,Action,2000,R,2,Seasons,United States
TV Show,Romance,2019,R,79,min,United States
TV Show,Thriller,1983,PG-13,119,min,Australia
TV Show,Comedy,2010,TV-MA,116,min,South Korea
Movie,Sci-Fi,1969,PG,3,Seasons,Japan
TV Show,Thriller,2002,G,3,Seasons,India
Movie,Drama,1980,TV-14,2,Seasons,India
Movie,Romance,1981,TV-14,88,min,United Kingdom
TV Show,Romance,1956,G,119,min,Germany
Movie,Documentary,2003,TV-14,81,min,South Korea
Movie,Horror,2000,TV-MA,1,Seasons,Canada
TV Show,Thriller,1971,R,2,Seasons,Japan
Movie,Documentary,2004,TV-PG,1,Seasons,Germany
Movie,Thriller,1977,G,3,Seasons,Canada
TV Show,Comedy,2019,PG-13,2,Seasons,India
TV Show,Documentary,1990,R,159,min,South Korea
TV Show,Documentary,2006,G,3,Seasons,Canada
TV Show,Drama,1971,TV-14,152,min,United Kingdom
TV Show,Sci-Fi,1971,TV-MA,81,min,Japan
Movie,Documentary,2004,TV-14,111,min,Japan
Movie,Documentary,1988,R,129,min,United States
Movie,Sci-Fi,1981,TV-MA,89,min,Australia
TV Show,Sci-Fi,1984,G,88,min,South Korea
TV Show,Thriller,1952,R,167,min,Germany
Movie,Thriller,2000,R,3,Seasons,Japan
TV Show,Horror,2020,PG-13,93,min,United Kingdom
TV Show,Sci-Fi,2013,G,75,min,India
Movie,Thriller,1996,PG-13,1,Seasons,United States
TV Show,Horror,1954,R,3,Seasons,Japan
Movie,Action,2008,PG,81,min,Canada
Movie,Comedy,1996,R,2,Seasons,South Korea
Movie,Sci-Fi,1976,TV-14,98,min,South Korea
Movie,Comedy,2021,PG-13,2,Seasons,India
TV Show,Thriller,1988,PG-13,3,Seasons,United States
Movie,Action,2001,PG,120,min,Australia
Movie,Romance,1956,G,83,min,Japan
TV Show,Action,1966,TV-PG,2,Seasons,Germany
Movie,Sci-Fi,2013,PG,2,Seasons,Australia
TV Show,Horror,2000,TV-MA,1,Seasons,Canada
TV Show,Action,1954,TV-PG,127,min,Japan
TV Show,Horror,2004,R,3,Seasons,South Korea
TV Show,Documentary,1976,PG-13,2,Seasons,Japan
TV Show,Sci-Fi,1972,PG,1,Seasons,Germany
Movie,Action,2014,TV-PG,111,min,Japan
Movie,Romance,1959,TV-MA,93,min,India
TV Show,Sci-Fi,1989,TV-PG,2,Seasons,Australia
TV Show,Sci-Fi,1985,R,104,min,Canada
Movie,Comedy,2010,TV-MA,177,min,United States
TV Show,Action,2016,PG-13,2,Seasons,United Kingdom
Movie,Documentary,1989,TV-MA,165,min,India
Movie,Comedy,1983,PG,1,Seasons,Japan
Movie,Drama,2023,PG,66,min,United States
Movie,Horror,2020,TV-MA,2,Seasons,India
Movie,Horror,1993,PG-13,61,min,Germany
Movie,Drama,1951,PG-13,1,Seasons,United Kingdom
TV Show,Comedy,1955,PG,3,Seasons,Australia
TV Show,Action,1977,TV-14,145,min,India
TV Show,Comedy,1964,R,1,Seasons,India
Movie,Action,1995,TV-MA,161,min,Japan
Movie,Romance,1963,TV-MA,156,min,Japan
Movie,Comedy,2003,R,159,min,Canada
Movie,Horror,2012,G,2,Seasons,Canada
TV Show,Romance,1994,PG,92,min,South Korea
TV Show,Action,1978,TV-PG,103,min,Canada
TV Show,Romance,1965,PG-13,86,min,Australia
TV Show,Documentary,1974,TV-14,2,Seasons,United Kingdom
Movie,Drama,2013,PG,155,min,Canada
TV Show,Sci-Fi,1950,PG,178,min,Germany
Movie,Action,2002,TV-14,2,Seasons,United States
Movie,Drama,2011,TV-PG,2,Seasons,India
TV Show,Comedy,2004,TV-PG,77,min,Germany
Movie,Sci-Fi,1973,TV-MA,1,Seasons,Australia
TV Show,Drama,1967,PG,1,Seasons,United Kingdom
TV Show,Sci-Fi,2012,PG-13,90,min,South Korea
TV Show,Documentary,1991,TV-MA,166,min,South Korea
Movie,Action,1977,TV-14,125,min,United Kingdom
Movie,Documentary,2021,G,1,Seasons,Australia
TV Show,Thriller,1997,G,80,min,Japan
Movie,Thriller,1971,PG,175,min,Japan
Movie,Horror,1993,PG-13,97,min,Canada
TV Show,Action,1966,TV-MA,2,Seasons,Canada
TV Show,Horror,2009,PG,151,min,India
TV Show,Drama,1965,TV-MA,68,min,Australia
TV Show,Comedy,1954,PG-13,2,Seasons,Germany
TV Show,Documentary,1961,PG-13,2,Seasons,Germany
TV Show,Comedy,1996,R,95,min,Germany
Movie,Sci-Fi,1993,TV-14,3,Seasons,Australia
TV Show,Action,2006,PG-13,1,Seasons,United Kingdom
TV Show,Documentary,1956,TV-MA,1,Seasons,Japan
Movie,Thriller,2021,TV-PG,1,Seasons,Canada
Movie,Romance,2010,G,3,Seasons,Canada
TV Show,Drama,2015,TV-14,130,min,United States
TV Show,Action,1997,TV-14,2,Seasons,Germany
TV Show,Romance,1996,PG-13,3,Seasons,Japan
Movie,Horror,1955,G,153,min,Japan
Movie,Thriller,1994,TV-MA,160,min,Germany
TV Show,Action,1954,TV-14,109,min,Germany
TV Show,Documentary,2022,TV-MA,111,min,Germany
Movie,Thriller,1982,G,109,min,India
TV Show,Thriller,1993,TV-14,80,min,India
TV Show,Comedy,1990,PG,2,Seasons,South Korea
TV Show,Action,2023,R,164,min,India
Movie,Romance,1987,TV-PG,94,min,India
TV Show,Comedy,1979,PG,1,Seasons,United States
TV Show,Thriller,2007,G,1,Seasons,Germany
Movie,Horror,1965,PG-13,97,min,India
Movie,Action,1999,PG-13,85,min,United States
Movie,Sci-Fi,1986,TV-14,2,Seasons,Australia
TV Show,Comedy,1980,TV-MA,2,Seasons,United Kingdom
Movie,Drama,2017,TV-14,154,min,South Korea
Movie,Documentary,1996,TV-PG,3,Seasons,United Kingdom
Movie,Romance,2005,TV-14,150,min,Canada
Movie,Documentary,1986,PG,3,Seasons,South Korea
TV Show,Documentary,2018,TV-14,136,min,Japan
TV Show,Action,1959,G,2,Seasons,South Korea
Movie,Action,2003,TV-MA,1,Seasons,South Korea
TV Show,Drama,2013,TV-14,1,Seasons,Japan
TV Show,Thriller,1996,PG-13,161,min,Canada
Movie,Romance,2005,PG,3,Seasons,India
Movie,Sci-Fi,2016,TV-14,141,min,Australia
Movie,Horror,2002,TV-PG,1,Seasons,India
Movie,Documentary,2021,R,108,min,United States
Movie,Horror,2006,PG,163,min,United Kingdom
TV Show,Action,1996,TV-MA,159,min,Australia
TV Show,Horror,1950,PG-13,3,Seasons,United States
TV Show,Sci-Fi,1979,PG,3,Seasons,United States
TV Show,Romance,1966,PG-13,91,min,Japan
Movie,Action,1985,G,180,min,Japan
Movie,Documentary,1994,TV-PG,1,Seasons,India
TV Show,Drama,1990,TV-14,85,min,Australia
TV Show,Sci-Fi,1956,TV-PG,2,Seasons,India
TV Show,Thriller,2004,R,99,min,Australia
TV Show,Thriller,1951,PG-13,167,min,Canada
TV Show,Drama,1960,PG-13,67,min,Canada
Movie,Thriller,1961,TV-14,3,Seasons,India
TV Show,Documentary,1970,R,3,Seasons,United Kingdom
Movie,Sci-Fi,2022,TV-14,1,Seasons,United States
TV Show,Comedy,2013,G,1,Seasons,Canada
Movie,Comedy,2022,TV-PG,1,Seasons,Canada
Movie,Thriller,1999,G,3,Seasons,United Kingdom
Movie,Sci-Fi,2004,PG-13,1,Seasons,India
TV Show,Thriller,2002,TV-MA,3,Seasons,Japan
Movie,Sci-Fi,1980,PG,167,min,Canada
Movie,Documentary,1996,TV-14,180,min,United Kingdom
TV Show,Documentary,1956,TV-PG,3,Seasons,Japan
TV Show,Action,1978,G,126,min,United Kingdom
TV Show,Sci-Fi,2021,TV-MA,1,Seasons,Australia
Movie,Horror,1972,TV-14,155,min,United States
Movie,Horror,2008,R,121,min,United Kingdom
TV Show,Drama,2019,PG,1,Seasons,United Kingdom
Movie,Documentary,2022,PG-13,3,Seasons,Canada
Movie,Horror,1960,TV-PG,76,min,Japan
Movie,Sci-Fi,1993,R,1,Seasons,Australia
TV Show,Action,2008,R,125,min,Australia
TV Show,Sci-Fi,1958,PG,154,min,Canada
TV Show,Thriller,2022,R,178,min,Germany
Movie,Documentary,2022,G,99,min,Australia
Movie,Thriller,1988,TV-PG,1,Seasons,United States
Movie,Sci-Fi,2018,G,87,min,United Kingdom
Movie,Romance,2000,TV-14,1,Seasons,United States
Movie,Comedy,1971,TV-PG,3,Seasons,Germany
Movie,Action,1952,TV-MA,106,min,United States
TV Show,Comedy,1973,G,132,min,Japan
TV Show,Documentary,1994,TV-MA,162,min,Canada
Movie,Horror,1964,TV-14,98,min,United Kingdom
TV Show,Thriller,1964,TV-14,2,Seasons,Germany
Movie,Action,2023,G,2,Seasons,South Korea
Movie,Sci-Fi,1992,TV-PG,2,Seasons,Australia
Movie,Sci-Fi,2021,TV-PG,136,min,Japan
TV Show,Horror,1970,R,3,Seasons,Germany
TV Show,Romance,1998,TV-14,111,min,Australia
Movie,Action,1989,TV-PG,1,Seasons,United Kingdom
Movie,Comedy,1953,R,3,Seasons,Canada
TV Show,Romance,2004,TV-MA,1,Seasons,Japan
Movie,Documentary,1984,G,1,Seasons,United States
TV Show,Sci-Fi,1992,TV-MA,3,Seasons,South Korea
TV Show,Horror,2008,TV-14,3,Seasons,Canada
Movie,Thriller,2000,PG,82,min,India
TV Show,Thriller,1992,TV-PG,77,min,Germany
Movie,Horror,2013,PG-13,179,min,India
TV Show,Drama,1979,PG,3,Seasons,Canada
TV Show,Horror,1982,TV-PG,136,min,Japan
Movie,Comedy,1981,G,1,Seasons,United States
TV Show,Documentary,1959,TV-PG,3,Seasons,United States
Movie,Documentary,1998,TV-14,3,Seasons,Canada
TV Show,Romance,1989,PG,171,min,Australia
TV Show,Horror,1983,PG-13,2,Seasons,Japan
TV Show,Action,1989,PG,161,min,Canada
TV Show,Horror,1957,TV-PG,2,Seasons,India
TV Show,Romance,1964,G,3,Seasons,United States
Movie,Action,1977,TV-PG,1,Seasons,Canada
TV Show,Action,1974,TV-MA,122,min,Japan
Movie,Comedy,1995,PG,2,Seasons,United Kingdom
TV Show,Horror,1976,R,3,Seasons,United States
TV Show,Documentary,2015,R,80,min,United Kingdom
TV Show,Documentary,1974,PG,2,Seasons,Japan
TV Show,Drama,1960,TV-PG,155,min,United States
TV Show,Comedy,1950,TV-14,3,Seasons,United Kingdom
TV Show,Horror,2006,PG,83,min,Canada
Movie,Comedy,2004,PG,85,min,Japan
Movie,Thriller,1956,TV-14,3,Seasons,United States
TV Show,Documentary,1995,PG,148,min,Canada
TV Show,Horror,1990,PG-13,127,min,Australia
Movie,Sci-Fi,1978,G,92,min,India
TV Show,Action,1999,PG,177,min,Germany
TV Show,Horror,1958,PG-13,100,min,Germany
TV Show,Documentary,1958,TV-MA,1,Seasons,United States
TV Show,Horror,1961,G,3,Seasons,Germany
TV Show,Thriller,1987,R,106,min,United Kingdom
TV Show,Horror,1982,PG-13,2,Seasons,South Korea
TV Show,Comedy,1978,TV-PG,129,min,Canada
TV Show,Sci-Fi,1980,TV-MA,62,min,Germany
Movie,Drama,2006,PG,158,min,Australia
TV Show,Documentary,1997,PG-13,3,Seasons,South Korea
TV Show,Documentary,2005,R,1,Seasons,United Kingdom
Movie,Drama,1974,R,89,min,United Kingdom
Movie,Horror,1967,PG,179,min,Australia
Movie,Romance,1951,R,105,min,Canada
TV Show,Drama,1984,TV-MA,106,min,Japan
TV Show,Comedy,2017,PG,3,Seasons,India
Movie,Sci-Fi,2000,TV-PG,3,Seasons,South Korea
Movie,Drama,1979,TV-14,129,min,Germany
Movie,Horror,1995,PG-13,102,min,Japan
TV Show,Romance,1976,PG-13,64,min,United Kingdom
Movie,Documentary,1994,PG,160,min,Canada
TV Show,Drama,1978,PG,2,Seasons,Japan
TV Show,Horror,1960,R,176,min,Japan
Movie,Sci-Fi,2019,PG-13,3,Seasons,South Korea
TV Show,Comedy,1958,TV-MA,62,min,Canada
TV Show,Drama,1995,TV-MA,156,min,United States
Movie,Action,2012,TV-MA,3,Seasons,Canada
Movie,Sci-Fi,2023,TV-PG,1,Seasons,Germany
TV Show,Thriller,1954,TV-14,1,Seasons,Japan
Movie,Romance,2007,PG,2,Seasons,United Kingdom
Movie,Drama,1999,TV-14,1,Seasons,Australia
TV Show,Sci-Fi,1989,TV-MA,140,min,Canada
TV Show,Comedy,1997,G,140,min,India
Movie,Comedy,1982,TV-14,3,Seasons,South Korea
Movie,Comedy,1978,TV-MA,1,Seasons,Canada
Movie,Documentary,1985,TV-PG,3,Seasons,Germany
TV Show,Romance,1973,R,1,Seasons,Canada
Movie,Thriller,1997,TV-14,174,min,Japan
TV Show,Comedy,1971,PG,131,min,Japan
Movie,Romance,1988,G,141,min,United Kingdom
TV Show,Comedy,2010,TV-14,137,min,Japan
Movie,Documentary,2004,PG,153,min,Germany
Movie,Documentary,1960,PG-13,102,min,South Korea
TV Show,Drama,2017,PG-13,2,Seasons,Japan
TV Show,Comedy,1968,TV-MA,76,min,India
Movie,Sci-Fi,1992,TV-14,1,Seasons,Australia
TV Show,Documentary,1959,TV-PG,160,min,India
Movie,Thriller,2002,TV-MA,3,Seasons,Germany
Movie,Drama,1960,TV-PG,3,Seasons,United Kingdom
TV Show,Sci-Fi,2011,TV-MA,2,Seasons,United Kingdom
Movie,Sci-Fi,1983,TV-PG,71,min,United Kingdom
Movie,Action,1954,TV-MA,3,Seasons,Japan
TV Show,Sci-Fi,1950,TV-14,3,Seasons,United Kingdom
TV Show,Action,2003,G,148,min,United States
TV Show,Drama,2010,PG-13,125,min,Germany
Movie,Action,1994,R,3,Seasons,United States
TV Show,Horror,1980,R,126,min,Germany
TV Show,Action,2011,R,148,min,South Korea
TV Show,Action,1963,G,113,min,India
Movie,Sci-Fi,2015,G,146,min,Germany
Movie,Drama,1974,TV-PG,2,Seasons,United States
Movie,Thriller,1968,R,3,Seasons,United Kingdom
Movie,Comedy,2010,TV-14,97,min,United States
Movie,Horror,1982,TV-PG,79,min,Japan
Movie,Thriller,1975,PG-13,126,min,India
Movie,Comedy,1990,PG,153,min,Australia
TV Show,Romance,1952,TV-MA,1,Seasons,India
TV Show,Sci-Fi,1950,R,160,min,India
TV Show,Documentary,2012,TV-14,2,Seasons,Japan
Movie,Sci-Fi,2016,PG-13,135,min,United States
Movie,Horror,1980,G,119,min,Japan
Movie,Romance,1967,G,1,Seasons,India
Movie,Horror,1982,PG,114,min,Canada
Movie,Romance,1967,PG-13,94,min,Canada
TV Show,Comedy,2005,G,3,Seasons,Canada
TV Show,Horror,2004,TV-PG,101,min,United Kingdom
Movie,Action,1950,TV-14,2,Seasons,United States
TV Show,Horror,1982,TV-MA,138,min,South Korea
Movie,Sci-Fi,2019,PG-13,1,Seasons,India
Movie,Drama,2009,PG,1,Seasons,India
Movie,Thriller,2014,TV-PG,119,min,South Korea
Movie,Action,1965,TV-PG,3,Seasons,United Kingdom
Movie,Drama,1971,R,73,min,United Kingdom
TV Show,Horror,1952,TV-MA,2,Seasons,United Kingdom
Movie,Horror,1960,PG,3,Seasons,Canada
Movie,Comedy,1969,TV-PG,1,Seasons,South Korea
TV Show,Horror,1957,R,168,min,South Korea
Movie,Thriller,2007,TV-PG,75,min,Germany
Movie,Drama,2019,G,2,Seasons,Germany
TV Show,Action,1993,R,3,Seasons,Canada
Movie,Drama,1966,PG-13,1,Seasons,Germany
TV Show,Thriller,2015,PG,2,Seasons,United States
